Date,Name,Description,Topic 1,Topic 2,Topic 3,URL,Upvotes,Pricing,Reviews,Product Rating,Comments,Day Rank,Week Rank
23-01-2024,izTalk,Break the language barrier with izTalk,Android,Languages,Artificial Intelligence,https://www.producthunt.com/posts/iztalk/embed,277,Free Options,63,4.9/5 ?,116,#11,#56
23-01-2024,Stride Ecosystem,A community of founders,Tech,Live Events,Community,https://www.producthunt.com/posts/stride-ecosystem-2/embed,124,Free,21,5/5 ?,75,#12,#64
23-01-2024,Wave AI Note Taker for iOS,Transcribe + summarize audio and phone calls in any language,iOS,Productivity,Notes,https://www.producthunt.com/posts/wave-ai-note-taker-for-ios/embed,123,Free Options,12,5/5 ?,25,#13,#71
23-01-2024,Sparkling,Daily AI curated content for chief product officers,Chrome Extensions,Productivity,News,https://www.producthunt.com/posts/sparkling/embed,86,Free,0,,50,#14,#82
23-01-2024,SocialKiwi,Social media management made easy,Productivity,Social Media,Marketing,https://www.producthunt.com/posts/socialkiwi/embed,103,Free Options,1,5/5 ?,46,#15,#76
23-01-2024,KeyRunner,The zero trust API client,API,SaaS,Security,https://www.producthunt.com/posts/keyrunner/embed,68,Free,0,,14,#16,#87
23-01-2024,Kojo Design,"On demand, unlimited design + code inside Notion",Productivity,Design resources,Notion,https://www.producthunt.com/posts/kojo-design/embed,87,Free Options,1,5/5 ?,16,#17,#83
24-01-2024,Findr,"Search all your apps, at once",Productivity,SaaS,Artificial Intelligence,https://www.producthunt.com/posts/findr-5/embed,0,Free,48,4.9/5 ?,554,#1,#1
24-01-2024,Callbell Shop,Create your free WhatsApp store in minutes,Messaging,Social Media,Marketing,https://www.producthunt.com/posts/callbell-shop/embed,0,Free,11,4.6/5 ?,71,#2,#5
24-01-2024,AdCreative.ai V5,Generate ad creatives that outperform your competitors,Marketing,Advertising,Artificial Intelligence,https://www.producthunt.com/posts/adcreative-ai-v5/embed,460,Free Options,274,4/5 ?,107,#3,#15
24-01-2024,M1-project: Marketing Strategy Generator,Craft your startup's winning marketing strategy with AI,Marketing,Advertising,Artificial Intelligence,https://www.producthunt.com/posts/m1-project-marketing-strategy-generator/embed,532,Free Options,4,5/5 ?,209,#4,#20
24-01-2024,Graphy for Marketers,The fastest way to unify your marketing data,Productivity,Marketing,Data Visualization,https://www.producthunt.com/posts/graphy-for-marketers/embed,485,Free Options,28,5/5 ?,408,#5,#22
24-01-2024,Taped.ai,"Transcribe and summarize audio, images into clear text",Productivity,Writing,Artificial Intelligence,https://www.producthunt.com/posts/taped-ai/embed,222,Free Options,2,5/5 ?,52,#6,#28
24-01-2024,Stylebit,"Measure, analyze & boost design system adoption",Design Tools,Developer Tools,Data & Analytics,https://www.producthunt.com/posts/stylebit/embed,334,Free Options,6,5/5 ?,211,#7,#31
24-01-2024,Jusi,AI platform for rapid launch of website & app development,Productivity,Artificial Intelligence,Tech,https://www.producthunt.com/posts/jusi/embed,287,Free,22,5/5 ?,53,#8,#41
24-01-2024,BLiiNK,AI solution for healthier & more productive computer work,Productivity,Artificial Intelligence,Health,https://www.producthunt.com/posts/bliink/embed,297,Free Options,12,5/5 ?,184,#9,#36
24-01-2024,Vepaar,Stop juggling between salesforce and WhatsApp,Messaging,Sales,CRM,https://www.producthunt.com/posts/vepaar-3/embed,234,Payment Required,21,4.8/5 ?,46,#10,#43
24-01-2024,Byword,Generate high-quality SEO articles at scale,Marketing,SEO,Artificial Intelligence,https://www.producthunt.com/posts/byword-3/embed,175,Free Options,4,5/5 ?,74,#11,#49
24-01-2024,Aspen,Blazing fast API tester with AI helper & no login required,API,Developer Tools,Artificial Intelligence,https://www.producthunt.com/posts/aspen-2/embed,158,Free,1,5/5 ?,59,#12,#50
24-01-2024,Frontitude Developer Pack,"Automate UX content workflows, from design to anywhere",Design Tools,Productivity,User Experience,https://www.producthunt.com/posts/frontitude-developer-pack/embed,101,Free Options,17,5/5 ?,35,#13,#85
24-01-2024,Keep it shot,"Rename, organize, quickly find your screenshots on Mac",Productivity,,,https://www.producthunt.com/posts/keep-it-shot/embed,172,Free,2,4.5/5 ?,39,#14,#59
24-01-2024,Frontend Arena,"Submit a Figma design, watch developers battle to build it",Hiring,Freelance,Developer Tools,https://www.producthunt.com/posts/frontend-arena/embed,75,Free,0,,28,#15,#93
24-01-2024,Palworld,"Fight, farm, build and work alongside mysterious creatures",Games,,,https://www.producthunt.com/posts/palworld/embed,82,Payment Required,0,,8,#16,#91
24-01-2024,Seren,Interactive self-reflection,Android,Health & Fitness,Artificial Intelligence,https://www.producthunt.com/posts/seren/embed,70,Free Options,7,5/5 ?,24,#17,#103
25-01-2024,Amie,The joyful productivity app,Productivity,User Experience,Design,https://www.producthunt.com/posts/amie-5/embed,0,Free,106,4.5/5 ?,203,#1,#2
25-01-2024,Sequence,Supercharge your money with the world’s first money router,Fintech,No-Code,,https://www.producthunt.com/posts/sequence-2/embed,802,Payment Required,2,1/5 ?,136,#2,#10
25-01-2024,Dokin,The Canva of data analytics,Productivity,Sales,Marketing,https://www.producthunt.com/posts/dokin/embed,657,Free Options,4,5/5 ?,341,#3,#12
25-01-2024,Corbado,Passkey-first authentication for developers,User Experience,Developer Tools,SDK,https://www.producthunt.com/posts/corbado/embed,674,Free Options,7,5/5 ?,350,#4,#13
25-01-2024,Sketch Logo AI,"Craft logos, illustrations and tattoos in seconds with AI",Design Tools,Productivity,Sketch,https://www.producthunt.com/posts/sketch-logo-ai/embed,375,Payment Required,1,5/5 ?,51,#5,#25
25-01-2024,Fountain Podcast App,"Discover, share and support podcasts - powered by Bitcoin",iOS,Music,Tech,https://www.producthunt.com/posts/fountain-podcast-app/embed,354,Free,8,5/5 ?,111,#6,#29
25-01-2024,Venture GPT,AI copilot for startup founders and VC investors,Investing,Venture Capital,Artificial Intelligence,https://www.producthunt.com/posts/venture-gpt/embed,272,Free,2,5/5 ?,102,#7,#38
25-01-2024,ShipLog,The changelog your users will actually read,Marketing,Developer Tools,Maker Tools,https://www.producthunt.com/posts/shiplog/embed,237,Free,34,4.9/5 ?,39,#8,#47
25-01-2024,Steve AI 2.0,World’s 1st Next-Gen AI (Do It All) video creation platform,Productivity,Artificial Intelligence,Video,https://www.producthunt.com/posts/steve-ai-2-0/embed,143,Free,10,4.8/5 ?,54,#9,#63
25-01-2024,Specify 2.0,Your design token engine,Design Tools,Productivity,Developer Tools,https://www.producthunt.com/posts/specify-2-0/embed,174,Free Options,20,5/5 ?,46,#10,#52
25-01-2024,AI Client Finder,Find your potential clients’ accurate contact data with AI,Productivity,Sales,Marketing,https://www.producthunt.com/posts/ai-client-finder/embed,120,Free Options,0,,42,#11,#60
25-01-2024,Invoicer Studio,Easily create invoices from a live editor,Design Tools,Productivity,Finance,https://www.producthunt.com/posts/invoicer-studio/embed,134,Free,0,,26,#12,#65
25-01-2024,Jellypod,Your personal AI podcast,News,Newsletters,Artificial Intelligence,https://www.producthunt.com/posts/jellypod-2/embed,169,Free Options,0,,57,#13,#55
25-01-2024,Worklife,The recognition platform for modern teams,Slack,Productivity,Human Resources,https://www.producthunt.com/posts/worklife-3/embed,99,Free Options,0,,40,#14,#80
25-01-2024,Startilla,AI powered business development assistant,Productivity,Marketing,Artificial Intelligence,https://www.producthunt.com/posts/startilla/embed,107,Free,0,,24,#15,#79
25-01-2024,SQL Database Schema Generator,Generate a 100% free database schema for your project,Developer Tools,Artificial Intelligence,Tech,https://www.producthunt.com/posts/sql-database-schema-generator/embed,82,Free,1,5/5 ?,14,#16,#90
25-01-2024,Personalized Content Marketing Plan,SEO driven content marketing strategy with just a click,Marketing,SEO,Artificial Intelligence,https://www.producthunt.com/posts/personalized-content-marketing-plan/embed,80,Free Options,145,5/5 ?,27,#17,#96
25-01-2024,PreSeed Now Startup Tracker,Find and identify high-potential pre-seed startups in the UK,Venture Capital,Tech,,https://www.producthunt.com/posts/preseed-now-startup-tracker/embed,71,Payment Required,0,,19,#18,#101
25-01-2024,AI Godfathers,Become part of AI history,Artificial Intelligence,Community,,https://www.producthunt.com/posts/ai-godfathers/embed,62,Free,0,,22,#19,#111
25-01-2024,Find Me a Restaurant,Your daily recommendation is a tap away,Coffee,Food & Drink,Dining,https://www.producthunt.com/posts/find-me-a-restaurant/embed,58,Free,0,,37,#20,#121
26-01-2024,Linearity Move,Create powerful animations in record time,Design Tools,Marketing,Animation,https://www.producthunt.com/posts/linearity-move/embed,859,Free,7,4.9/5 ?,180,#1,#8
26-01-2024,Pricing Page Generator,For Shadcn UI or React/TailwindCSS,Design Tools,Developer Tools,Web Design,https://www.producthunt.com/posts/pricing-page-generator/embed,614,Free,4,5/5 ?,125,#2,#17
26-01-2024,Readvox,Chrome Extension that will read texts on web pages for you,eBook Reader,Productivity,Artificial Intelligence,https://www.producthunt.com/posts/readvox/embed,237,Free,1,5/5 ?,95,#3,#33
26-01-2024,Free Calendar Dashboard,Get your schedule recap in 3 minutes,Productivity,Analytics,Calendar,https://www.producthunt.com/posts/free-calendar-dashboard/embed,272,Free,36,5/5 ?,65,#4,#40
26-01-2024,WishSpace,All-in-one social wishlist manager,Android,iOS,Social Network,https://www.producthunt.com/posts/wishspace/embed,234,Free Options,1,5/5 ?,84,#5,#45
26-01-2024,Amicons,Your friendly local icon library,Icons,Design,Design resources,https://www.producthunt.com/posts/amicons/embed,183,Payment Required,0,,45,#6,#48
26-01-2024,Opendraft,"Generate 2,000+ word articles with AI",SEO,Artificial Intelligence,No-Code,https://www.producthunt.com/posts/opendraft/embed,141,Free Options,2,5/5 ?,41,#7,#62
26-01-2024,Paywall Removers,Remove paywalls on any article for free,News,Political news,Tech news,https://www.producthunt.com/posts/paywall-removers/embed,117,Free,2,5/5 ?,25,#8,#70
26-01-2024,Fouita,Smart widgets for your website,User Experience,Marketing,SaaS,https://www.producthunt.com/posts/fouita/embed,113,Free Options,6,5/5 ?,55,#9,#72
26-01-2024,Glassfy,The in-app subscriptions platform,Open Source,Development,SDK,https://www.producthunt.com/posts/glassfy/embed,108,Free Options,2,5/5 ?,16,#10,#73
26-01-2024,Sune AI,The collaborative AI operating system,Productivity,SaaS,Artificial Intelligence,https://www.producthunt.com/posts/sune-ai/embed,109,Free,1,5/5 ?,16,#11,#74
26-01-2024,Spotify Campaign Kit,"Turn up your music, build lifelong fans",Music,Spotify,Marketing,https://www.producthunt.com/posts/spotify-campaign-kit/embed,116,Free,0,,12,#12,#77
26-01-2024,DataLang,Chat with your databases,Messaging,SaaS,Artificial Intelligence,https://www.producthunt.com/posts/datalang/embed,65,Payment Required,0,,20,#13,#105
26-01-2024,Mystery Search,"Google, but you get the last person's search",Web App,Funny,Tech,https://www.producthunt.com/posts/mystery-search-3/embed,64,Free,1,5/5 ?,14,#14,#112
26-01-2024,The Lost Manual,Search through millions of user manuals,Productivity,,,https://www.producthunt.com/posts/the-lost-manual/embed,65,Free,0,,22,#15,#113
26-01-2024,SellScale Email Grader,Get instant feedback on your sales emails,Sales,Artificial Intelligence,,https://www.producthunt.com/posts/sellscale-email-grader/embed,62,Free,1,5/5 ?,6,#16,#114
26-01-2024,Elevator Pitch Generator,Generate a winning elevator pitch with AI in seconds,Productivity,Venture Capital,Fundraising,https://www.producthunt.com/posts/elevator-pitch-generator/embed,59,Free,27,4.9/5 ?,24,#17,#128
26-01-2024,Organiser,A search engine for your image library,Productivity,SaaS,Artificial Intelligence,https://www.producthunt.com/posts/organiser/embed,63,Free Options,7,5/5 ?,11,#18,#122
26-01-2024,SmartBudget,Film budgeting made easy,Movies,Budgeting,,https://www.producthunt.com/posts/smartbudget/embed,48,Free,1,5/5 ?,21,#19,#143
26-01-2024,YeyPin,Turn sharing links into conversions in just minutes,Marketing,,,https://www.producthunt.com/posts/yeypin/embed,46,Free Options,0,,10,#20,#139
27-01-2024,Letterly,Turn your speech into well-written text,Writing,Notes,Artificial Intelligence,https://www.producthunt.com/posts/letterly-2/embed,0,Free Options,3,5/5 ?,693,#1,#4
27-01-2024,Maika Assistant 1.0,"Chat, watch, read, write, note-taking - save time, free mind",Productivity,Artificial Intelligence,Tech,https://www.producthunt.com/posts/maika-assistant-1-0/embed,358,Free Options,11,5/5 ?,183,#2,#23
27-01-2024,Kuasar Video AI,Social media video analytics with Video AI,Social Media,Analytics,Artificial Intelligence,https://www.producthunt.com/posts/kuasar-video-ai/embed,487,Free,5,5/5 ?,110,#3,#24
27-01-2024,Project Plan Generator,Turn your project into an actionable plan,Artificial Intelligence,Side Project,Operations,https://www.producthunt.com/posts/project-plan-generator/embed,377,Free,0,,99,#4,#30
27-01-2024,CMDExplorer,Your guide to 100+ command line magic,Education,Development,Online Learning,https://www.producthunt.com/posts/cmdexplorer/embed,242,Free,0,,39,#5,#44
27-01-2024,kuizu,AI for couples,Android,iOS,Health & Fitness,https://www.producthunt.com/posts/kuizu/embed,135,Free,0,,52,#6,#61
27-01-2024,ZeroInbox.ai,AI email organizer,Artificial Intelligence,,,https://www.producthunt.com/posts/zeroinbox-ai/embed,98,Free Options,4,5/5 ?,52,#7,#84
27-01-2024,DevHub,Offline applications to support developers' daily tasks,Developer Tools,,,https://www.producthunt.com/posts/devhub-6/embed,75,Free,0,,11,#8,#89
27-01-2024,Rkiez,"Focus, tasks, stats, daily schedule boost productivity",Android,Task Management,Time Tracking,https://www.producthunt.com/posts/rkiez/embed,68,Free Options,0,,29,#9,#97
27-01-2024,Roadrunner,Twin-turbojet VTOL autonomous air vehicle,Artificial Intelligence,Military,,https://www.producthunt.com/posts/roadrunner-2/embed,73,Payment Required,0,,11,#10,#98
27-01-2024,Blossom Social,Community of investors sharing their portfolios and trades,Android,Fintech,Investing,https://www.producthunt.com/posts/blossom-social/embed,82,Free,0,,17,#11,#67
27-01-2024,Handheld Design,Discover best-in-class mobile design inspiration,Newsletters,Design,Community,https://www.producthunt.com/posts/handheld-design/embed,60,Free,0,,22,#12,#119
27-01-2024,Do All The Things!,"Comfort zone destroyer, share bucket lists – get inspired",Funny,Health & Fitness,Travel,https://www.producthunt.com/posts/do-all-the-things/embed,33,Free,0,,11,#13,#176
27-01-2024,DutchFunding,"Raise funds publicly, without the legal hassle",Crowdfunding,Legal,Fundraising,https://www.producthunt.com/posts/dutchfunding/embed,0,Payment Required,0,,0,,
27-01-2024,Pine Deals,Digital platform to get local updates in real time,Android,Customer Communication,Social Impact,https://www.producthunt.com/posts/pine-deals/embed,0,Free,0,,0,,
27-01-2024,Ostradis VoC,The WHO & why behind the sales of any product,Marketing,Artificial Intelligence,Business Intelligence,https://www.producthunt.com/posts/ostradis-voc/embed,0,Free,0,,0,,
27-01-2024,Avi,Elevate your journey with real-time flight tracking,Android,iOS,Travel,https://www.producthunt.com/posts/avi/embed,0,Free,0,,0,,
27-01-2024,BetterScoreBoard by Xalting,"Your scores on every screen, available on iOS and macOS",iOS,Mac,,https://www.producthunt.com/posts/betterscoreboard-by-xalting/embed,0,Free,0,,0,,
27-01-2024,Balance Day Planner,Plan your day in balance way with Notion,Productivity,Task Management,Calendar,https://www.producthunt.com/posts/balance-day-planner/embed,0,Free,0,,0,,
27-01-2024,Restore Photos,Using AI to restore old photos and blurry face pictures,Photography,Artificial Intelligence,,https://www.producthunt.com/posts/restore-photos/embed,0,Free,0,,0,,
28-01-2024,AI navigator by Nexa AI,Master AI tools before others do,Productivity,Artificial Intelligence,,https://www.producthunt.com/posts/ai-navigator-by-nexa-ai/embed,619,Free,12,4.8/5 ?,76,#1,#14
28-01-2024,ChatGPT Team,"A customized, superassistant for every member of your team",Productivity,Artificial Intelligence,Tech,https://www.producthunt.com/posts/chatgpt-team/embed,595,Payment Required,531,4.7/5 ?,50,#2,#26
28-01-2024,ilcons,The missing link between icons & illustrations,Design Tools,Marketing,Maker Tools,https://www.producthunt.com/posts/ilcons/embed,447,Free Options,91,4.8/5 ?,110,#3,#27
28-01-2024,Crewlix,Modern yet simple HR platform for hybrid teams,Time Tracking,SaaS,Human Resources,https://www.producthunt.com/posts/crewlix/embed,335,Free Options,0,,128,#4,#34
28-01-2024,MVP Tester,Don't waste your time building the wrong idea,Analytics,A/B Testing,Marketing,https://www.producthunt.com/posts/mvp-tester/embed,346,Free Options,0,,95,#5,#37
28-01-2024,Ad Roast,The cost-effective way to improve ads,Marketing,Advertising,Business,https://www.producthunt.com/posts/ad-roast/embed,147,Free Options,0,,58,#6,#58
28-01-2024,Leed,Collect leads through your GPTs,Sales,Artificial Intelligence,,https://www.producthunt.com/posts/leed/embed,121,Free,0,,24,#7,#69
28-01-2024,SpeakSmart,"Mock interviews: unlimited, anywhere, anytime",Hiring,Human Resources,Career,https://www.producthunt.com/posts/speaksmart/embed,90,Payment Required,0,,36,#9,#81
28-01-2024,RentalRunner,"Airbnb hosting made easy: sync, schedule & manage with ease",SaaS,Vacation,Home services,https://www.producthunt.com/posts/rentalrunner/embed,81,Free,0,,23,#10,#88
28-01-2024,Reditus Affiliate Marketing Academy,B2B SaaS Affiliate Academy: accelerate your program,SaaS,YouTube,Growth Hacks,https://www.producthunt.com/posts/reditus-affiliate-marketing-academy/embed,0,Free,0,,0,,
28-01-2024,Biofolio,Create portfolio link-in-bio with diverse templates,Design Tools,Social Network,Website Builder,https://www.producthunt.com/posts/biofolio/embed,0,Free Options,0,,0,,
28-01-2024,Print Notion,Apply table data to Notion pages for batch printing,Chrome Extensions,Marketing,CRM,https://www.producthunt.com/posts/print-notion/embed,0,Free Options,0,,0,,
28-01-2024,Notion CRM 2.0,Built by a salesforce consultant for small businesses,Operations,CRM,Notion,https://www.producthunt.com/posts/notion-crm-2-0/embed,0,Free Options,0,,0,,
28-01-2024,San Francisco Property Tax Calculator,Calculate your San Francisco property taxes,Fintech,,,https://www.producthunt.com/posts/san-francisco-property-tax-calculator/embed,0,Free,0,,0,,
28-01-2024,ReadMeAI,"One click, Al readme.md file, tailored for your codebase",Text Editors,Artificial Intelligence,Tech,https://www.producthunt.com/posts/readmeai/embed,0,Free,0,,0,,
28-01-2024,WebWiz,Empowering web enthusiasts with knowledge & innovation,Writing,Tech,,https://www.producthunt.com/posts/webwiz/embed,0,Free,0,,0,,
28-01-2024,Write.bot,"share their AI-generated insights, knowledge,",Writing,,,https://www.producthunt.com/posts/write-bot/embed,0,Free,0,,0,,
28-01-2024,FastShotAI - Free AI Headshot Generator,Generate free AI headshots in less than 30 seconds,Design Tools,Art,Photography,https://www.producthunt.com/posts/fastshotai-free-ai-headshot-generator/embed,0,,0,,0,,
28-01-2024,Mastering Developer Tools,A comprehensive guide for empowering coders,Developer Tools,Artificial Intelligence,Books,https://www.producthunt.com/posts/mastering-developer-tools-2/embed,0,Free,0,,0,,
29-01-2024,Daydream,BI for people who run sh*t,Productivity,Analytics,Artificial Intelligence,https://www.producthunt.com/posts/daydream-3/embed,892,Free Options,1,5/5 ?,339,#1,#5
29-01-2024,AirBrush Studio,AI headshot generator,Productivity,Marketing,Artificial Intelligence,https://www.producthunt.com/posts/airbrush-studio/embed,753,Free Options,6,4.7/5 ?,229,#2,#7
29-01-2024,Tart Finance,Transform Chrome startpage to stock hub,Chrome Extensions,News,Fintech,https://www.producthunt.com/posts/tart-finance-16eb0b8f-c8b8-4ac7-8007-562f539e088b/embed,662,Free,4,5/5 ?,204,#3,#4
29-01-2024,Arc Search,Fast and ad-free web browsing,iOS,Search,,https://www.producthunt.com/posts/arc-search/embed,0,Free,1,4/5 ?,112,#4,#8
29-01-2024,Blox,Supercharge your financial planning and modelling,Finance,Business Intelligence,Budgeting,https://www.producthunt.com/posts/blox-6/embed,425,Free Options,15,5/5 ?,253,#5,#17
29-01-2024,Layerpath,"Create interactive demos, guides & videos in minutes",Browser Extensions,Chrome Extensions,Design Tools,https://www.producthunt.com/posts/layerpath/embed,586,Free Options,11,5/5 ?,158,#6,#21
29-01-2024,Document Automation Hub by airSlate,Every API you need to automate document workflows,API,Developer Tools,,https://www.producthunt.com/posts/document-automation-hub-by-airslate-2/embed,405,Free Options,2,5/5 ?,114,#7,#26
29-01-2024,GPT Analytics,Revolutionize your GPT insights,Artificial Intelligence,Tech,,https://www.producthunt.com/posts/gpt-analytics/embed,279,Free Options,1,5/5 ?,200,#8,#42
29-01-2024,InterviewAI by Wonsulting,Master your interview skills with AI,SaaS,Tech,Career,https://www.producthunt.com/posts/interviewai-by-wonsulting/embed,161,Free Options,23,4.8/5 ?,89,#9,#53
29-01-2024,Swif.ai,Supercharge your device security and compliance,SaaS,Data,Security,https://www.producthunt.com/posts/swif-ai/embed,210,Free Options,0,,128,#10,#48
29-01-2024,Quik MVP,"Turn Ideas into reality, track progress effortlessly",SaaS,Artificial Intelligence,Business,https://www.producthunt.com/posts/quik-mvp-3/embed,179,Free Options,4,5/5 ?,82,#11,#59
29-01-2024,Minimal,The minimal phone,Hardware,Cell Phone,,https://www.producthunt.com/posts/minimal-3/embed,217,Payment Required,0,,38,#12,#57
29-01-2024,PennyFlo,AI co-pilot for CFOs & business owners,Fintech,SaaS,Artificial Intelligence,https://www.producthunt.com/posts/pennyflo/embed,106,Free Options,2,4.5/5 ?,34,#13,#81
29-01-2024,Lok Board,Experience desktop class efficiency on your iPad,iOS,iPad,Productivity,https://www.producthunt.com/posts/lok-board/embed,109,Free Options,1,4/5 ?,14,#14,#86
29-01-2024,Unsqueeze,Intelligent video upscaling powered by Metal,Apple,Video,,https://www.producthunt.com/posts/unsqueeze/embed,92,Free,1,4/5 ?,19,#15,#88
29-01-2024,Weave,"Skip the code, weave AI into your workflows",SaaS,Developer Tools,Artificial Intelligence,https://www.producthunt.com/posts/weave-7/embed,83,Free Options,1,5/5 ?,13,#16,#94
29-01-2024,Elqi,The end of phone addiction,iOS,Health & Fitness,Productivity,https://www.producthunt.com/posts/elqi/embed,97,Free,0,,39,#17,#85
29-01-2024,IndiesRead.it,Collaborative directory of hand-picked books for indies,Books,Maker Tools,Community,https://www.producthunt.com/posts/indiesread-it/embed,73,Free,0,,41,#18,#111
29-01-2024,Emotsy,"Elevate your emails, ignite emotions in every interaction",Email Marketing,Marketing,SaaS,https://www.producthunt.com/posts/emotsy-2/embed,52,Free Options,0,,17,#19,#136
29-01-2024,Quiver,The new app for rare conversations,Productivity,Social Media,Tech,https://www.producthunt.com/posts/quiver-6/embed,56,Free,1,5/5 ?,15,#20,#137
30-01-2024,Huudle AI Project Assistant,"Connect meetings, track to-do, get aligned",Productivity,SaaS,Artificial Intelligence,https://www.producthunt.com/posts/huudle-ai-project-assistant/embed,0,Free,17,5/5 ?,972,#1,#1
30-01-2024,Sharetribe,"No-code marketplace builder, fully extendable with code",API,SaaS,No-Code,https://www.producthunt.com/posts/sharetribe-2/embed,869,Free Options,25,4.9/5 ?,281,#2,#6
